,ItemId,PromptId,Score1,AnswerText
2077,3_7215,3,1,Pandas in China are similar to koalas in Australia because they tend to eat mostly one thing. For the pandas it's bamboo and for the koalas it's eucalyptus leaves. Both pandas and koalas differ from pythons because pythons are carnivores; they tend to eat snakes and sometimes alligators.
623,3_5550,3,1,"The pandas in China and the koalas in Australia is said to be similar and different because in paragraph 21 it says a specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eat eucalyptus leaves almost exclusively."
2021,3_7142,3,1,Pandas in China are similar to koalas in Australia because they are both specialist species that eat one certain kind of food. They are different than pythons because pythons are generalists.
1183,3_6137,3,1,Pandas are similar to koalas because they eat one thing. They don't everything like other animals. They are different from pythons because pythons could eat almost anything even if it is bigger than them.
1827,3_6832,3,1,Pandas in china and koalas in Australia are alike because they both are plant eaters. For example in paragraph 21 they say that a panda and koalas are specialist. Pandas and koalas are different than pythons because pythons are carnivor they eat alive things and as I said in paragraph 20 it says pythons are generalists.
1347,3_6313,3,1,"Both the panda and the koala eat alot of leaves all the time, the panda eats bamboo and the koala eats eucalyptus leaves. Whats different from snakes and these bears is that the bears don't eat meat and most people don't have panda's or koalas for pets"
943,3_5887,3,1,Pandas and koalas are very similar because they both eat only one plant and are unlike pythons because pythons can eat almost anything.
461,3_5383,3,1,"The article states that both pandas in china and koalas in Africa are similar. They are both specialists. However, the article also states that pythons are generalist and can pretty much live anywhere in the world. Pandas and koalas need specific food and a specific climate in order to survive."
1104,3_6055,3,1,Pandas from China and koalas are similar because
477,3_5400,3,1,"Panda's and Koala's are alike eachother and different than python's by one major thing. It said in the article ""A specialist is China's panda which almost eats nothing but bamboo or Australia's Koala bear which eats eucalyptus leaves almost exclusively."" This one thing is their diets."
1534,3_6511,3,1,The pandas in China are similar to the koalas in Australia because they're animals that are basically herbivores eating leaves and plants. They differ from pythons because pythons eat animals. In the text in paragraph 21 it says how panda eat mostly bamboo and koalas eat leaves however in paragraph 13 it says how a python at a alligator.
1568,3_6546,3,1,Pandas in China are similar to koalas in Australia because they both eat leaves/plants. They eat things that grow from the earth. The panda eats nothing but bamboo and the koala eats eucalyptus leaves.
1385,3_6351,3,1,Pandas and koalas eat specific type of food. Pandas eat mostly bamboo and koalas eat eucalyptus leaves. Both these animals are very different compared to pythons because pythons can eat any animal. Surprisingly one python was found eating a crocodile.
1453,3_6421,3,1,"The pandas in China only eat bamboo, while the koalas only eat eucalyptus leaves. While the pythons can eat anything from a small mouse to a large alligator."
434,3_5355,3,1,"China's panda bears and Australian koala bears are similar because they are not really a part of the food chain. Pandas just eat bamboo while koalas eat eucalyptus leaves. They are different from pythons, because pythons will eat whatever they can find weather its a rat, a bird, or even a crocidile. Pythons are able to alter an ecosystem."
492,3_5415,3,1,Pandas in China are similar to koala bears because pandas eat nothing but bamboo and koalas eat eucalyptus leaves so the author states in paragraph 21. Pandas and koala bear are different from pythons because they don't eat anything unlike pythons on the other hand they eat alligators (13-15). Also the python likes warm areas so adapting to China they would die.
1459,3_6428,3,1,"China's panda and Australia's koala are similar in that they both are specialists. China's panda eats almost nothing but bamboo, and Australia's koala eats eucalyptus leaves almost exclusively. They live by stability. These two are different then the python, because the python is a generalists. It does not live a stable life."
2181,3_7390,3,1,"In paragraph 21, the author explains that koalas and pandas only eat one thing. These two animals are both very different from the python because they are not reptiles and they don't adapt to many other climates or food sources like the python can do."
1454,3_6422,3,1,The similarities with the pandas in China and the koalas in Australia is that they are both harmless animal that all they do is eat one typeof food bamboo for the pandaand eucalyptus leaves for the koala. They are different then pythons because pythons are more active and to do more things than the koala & panda.
1336,3_6301,3,1,Pandas & Koalas are similar because they are both specialist species. Specialist specie favor stability. The panda & the Koalas are also both herbovores that eat mainly 1 exclusively plant. Pythons are diffrent because they are a generalist species. Generalists favor change unlike the specialist. Also a python is carnivorous and it's died ranges.
1099,3_6050,3,1,"Pandas in China are similar to koalas in Australia because they are both specialist. The article further explains by saying, ""China's panda, which eats almost nothing but bamboo"" & later stating, ""Australia's koala bear, which eats eucalyptus leaves"". They differ from pythons because pythons are generalists."
1295,3_6259,3,1,Chinese pandas and Australian koala bears are similar because they're both specialists. The panda eats nothing but bamboo and the koala bear eats nothing but eucalyptus leaves. They differ from pythons because pythons eat a variety of things not just one thing.
543,3_5467,3,1,"Pandas and koalas are similar because they mostly eat one thing. Both animals eat plants. In the article it says that pandas eat almost nothing but bamboo. Bamboo is a plant grown in Japan. Koalas, the article states eats eucalyptus almost exclusively. Another plant, but grown from trees."
1063,3_6012,3,1,Pandas and koalas can only live in a small section of the globe. Pandas can only live in China and koalas can only live in Australia. Pythons can live in any warm area of the world as long as it has forested areas. Pythons can live in a third of the continental United States.
1944,3_7008,3,1,"Panda's in china are similar to koalas in Australia because they are both specialists.Both have diets that are almost exclusively one food.Pythons are generalists that can survive pretty much anywhere pythons favor a world constant, charging while pandas and koalas favored is stability."
377,3_5297,3,1,"Pandas from China and koalas in Australia are both similar because they both eat plants. While pandas eats bamboo, koalas eat eucalyptus leaves. These both come from plants. They both are mammals which make them different from a python. A python eats other animals and pandas and koalas eat plants. Also, pandas and koalas are warm blooded and sakes are cold blooded."
2130,3_7304,3,1,"Pandas in China are similar to koalas in Australia because they only eat one thing that grows where they live. They are different from pythons because in this article it says that, ""A python swallowed an alligator"" and panda or koala would never do that or eat another animal."
667,3_5596,3,1,The pandas  in China are like the koalas in Australia because they are both specialist animals that can adapt to a specific environment and food sources. On the other hand they use both different from the generalist python who can really adapt to a new environment and change its diet easily.
964,3_5908,3,1,"Pandas & koalas are both considered specialist species. They both eat one type of food that grows abundantly in their area, bamboo & eucalyptus. Pythons differ because they'll eat virtually anything, and they can unbalance and entire ecosystem."
526,3_5450,3,1,Pandas in China are similar to koalas in Australia in that they are specialist species because they only eat and can survive off of specific food (bamboo and eucalyptus leaves). Pythons are different because they are a generalist species and survive in different parts of the world eating the different native animals that inhabit wherever they are.
1439,3_6407,3,1,"Pandas and koalas are alike in sense that they are both classified as specialists meaning they only eat one type of food, bamboo and eucalyptus leaves. They are both different from a python because pythons are categorized in the ""generalist"" group. the generalists are species who can adapt better and can eat a bigger variety."
1266,3_6229,3,1,Pandas in China and koalas in Australia are similar because both animals are vegitarians. The panda eats bamboo and the koala eats eucalyptus leaves. The panda and the koala are both different from pythons because a python is a carnivore and only goes after meat and the panda and koala are harmless and they eat plants.
1650,3_6636,3,1,"Pandas are similar to koalas because their both herbivore meaning the don't eat meat. They both eat trees and leave. I know this because in paragraph 21 it says ""pandas eat almost nothing but bamboo,' and 'koalas eat eucalyptus leaves almost exclusively.' Pandas and koalas are different from pythons because pythons are carnivores and eat meat also pandas and koalas are mammals while pythons are reptiles."
547,3_5471,3,1,"Pandas and koalas are both extremely picky eaters. The article says pandas, eat only bamboo and koalas, only eucalyptus leaves. Pythons are different, because they can eat almost anything their jaw can fit, and that is many things."
705,3_5635,3,1,"Pandas in China are similar to Koala in Australia because they both mainly rely on one food source and don't go around eating anything and everything like the python. "" A specialists is China panda which eats almost nothing but bamboo or Australia's Koala bear which eats eucalyptus leaves exclusively. ""( Achenbach 5). This shows the two have eat only one type of food rather than eating everything around them."
1489,3_6461,3,1,"Pandas in China are similar to koalas in Australia because they  both eat one particular type of food. In the article it says, ""China panda eat almost nothing but bamboo and koalas bear eats eucalyptus leaves almost exclusively. They both are different from pythons because pythons eat about anything an example in the article it says pythons ate a alligator."
824,3_5757,3,1,"Koalas bears and Panda bears are similar because they are both specialist. ""A specialist is China's Panda, which eats nothing but bamboo or Australia's Koala bear"". Being specialist makes them different from pythons because pythons are generalist species."
1066,3_6015,3,1,The panda eats only bamboo and the Australian koala eats eucalyptus leaves most of the time compared to the snakes they eat all types of animals.
1319,3_6284,3,1,Pandas are similar to Koalas in Australia because they each eat one specific food and they are both considered a specialist according to paragraph 21. They are both different from pythons because a python is a generalist and they don't need such a specific thing like pandas and koala according to paragraph 13.
1859,3_6885,3,1,"Pandas in China are very alike to koalas in Australia because each of these animals eat only one kind of plant. Pandas eat bamboo, and koalas eat eucalyptus leaves. These two were also considered specialists in the article. While the pythons were considered generalists for being in different. A python, for example  could any thing it's way."
103,3_5021,3,1,Panda's in china are similar to koalas in Australia they only eat one type of food and don't cause a threat. unlike the phythons who eat many things and people are scared of them.
1864,3_6890,3,1,"Pandas in China are similar to koalas in Australia because they are both specialist species. China's panda eats nothing but eucalyptus leaves. These species differ from pythons because pythons are generalists and according to the article can survive anywhere from ""California to Delaware and including much of the south."""
2056,3_7189,3,1,Pandas and koalas are similar because the article says that they are specialist and only eat one type of plant. They both differ from pythons because pythons will eat anything and can adapt to change.
1873,3_6904,3,1,"Pandas in China are similar to koalas in Australia because panda bears eat bamboo leaves almost all the time and koalas eat eucalyptus leaves almost exclusively. Panda bears and koala bears are different from pythons because pythons in Asia inhabit climates that are similar to those in about a third of the continental U.S, while panda bears live in China and koala bears live in Australia."
1699,3_6690,3,1,"Pandas in china and koalas in Australia are similar because according to the article, not only do they eat one thing exclusively (bamboo for a panda/eucalyptus leaves for a koala) but pythons are ""imperiling five endangered species in the Florida keys ""alone pandas and koalas are not really posing any threat to other animals or to humans."
330,3_5250,3,1,"It say that panda's and koala bears are the same because both only have 1 food resource. Bamboo(panda) and eucalyptus( koala bear). They're different from snakes because snakes eat what every living thing, like the python that tried to eat an alligator."
686,3_5616,3,1,Pandas in china are similar to koala bears in Australia because they are both specialists. They both have only eats one type of food. Koalas and pandas are both different from pythons have many different places they live in the world. Python are generalists.
39,3_4957,3,1,The pandas in china are similar to koalas in Australia.The article in paragraph 19 through of explains how both of these animals eat nothing but the same food over and over.How the pand eats bamboo and the koalas eats eucalyptus.Both these animals eat plants and they are both different from python's because the koalas and panda are not meat eaters.The article says that the python is generalist.
214,3_5132,3,1,"Pandas have a diet of strictly bamboo, just like how a koala only eats eucalyptus leaves. Unlike the python, however, they do not eat other animals. All three require warm climates to live, but only the python poses a threat to other animals."
1955,3_7033,3,1,Pandas and koalas both are specialist while a python is a generalist. Koalas and pandas only eat specific things such as China's panda eating nothing but bamboo. While a python can eat anything.
442,3_5363,3,1,"Like it said in the story, ""panda and koalas they eat certain types of food such as bamboo and eucalyptus leaves."" Pytons they can eat meat and even there own kind. So they can live pretty much anywhere."
2172,3_7375,3,1,"Pandas in China are similar to koalas in Australia because they both eat nothing but plants. They are both different from pythons because they eat animals. In the article, it stated that, ""A python swallowed an alligator."""
1297,3_6261,3,1,The way that pandas are similar to koalas is that they both only rely on one food source. Unlike the python it relies on many.
770,3_5701,3,1,"Pandas in China are similar to koala in Australia because they only eat one type of food. A panda only eats bamboo and a koala bear only eats eucalyptus. They are also similar because a panda and a koala bear are leave specialist, pythons are generalist."
429,3_5350,3,1,Pythons can adapt to many diverse climates. But pandas and koalas can only live in china and australia due to the plants they eat.
381,3_5301,3,1,These two type of bears are similar because China panda bears eats bamboo. While the Australias koala bears eat eucalyptus that's how they a similar they both eat plants. Pythons are different because they could live almost anywhere. Also pythons do best in and around humans.
911,3_5848,3,1,"Pandas in China are similar to Koalas in Australia and different than pythons because Pandas and Koalas are specialists species. The article explains. ""A specialist is China's pandas which eats almost nothing but bamboo, or Australia's Koala bear which eats eucalyptus leaves almost exclusively."" Pythons, on the other hand are generalists, as they can can adapt to a wide variety of circumstances, going from Asia to Florida as pets."
2199,3_7420,3,1,"Pandas and koalas a similar because they both almost exclusively eat only one type of food, they are also just in one areas; China or Australia. While pythons eat many things and are found in many places."
1982,3_7082,3,1,A panda in China and a koala in Australia are similar because they both only eat ane thing. Where as a python isnt like that. A python can eat several things a live all around the world
1149,3_6103,3,1,"Pandas and koala bears differ from pythons because they only eat plants. Pandas eat nothing but bamboo, koala eats eucalyptus leaves almost exclusively. Pythons eat other animals like rats, and even tried eating an alligator."
575,3_5499,3,1,"China's Panda eats almost nothing but bamboo, and Australia's Koala bear eats mostly eucalyptus leaves. Because of their stability, they are both classified as specialist. The article states that a python can live in changed envirements and adapt to them, unlike the Panda and Koala bear."
648,3_5576,3,1,The pandas from china is similar from the koalas from Australia because the both eat from plants such as bamboo and eucalyptus leaves.They are different from pythons becaus they could put a whole thing in their mouth like a alligator and just eat it.
503,3_5426,3,1,Pandas in China are similar to koalas in Australia are specialists meaning that they need to stay in their environment because they will not be able to find their land anywhere else. They both differ from pythons because they can adapt in any new place with technological assistance. They will be able to live anywhere in the world.
1154,3_6108,3,1,"Chinas panda, which eats bamboo, and Australias Koala which eat eucalyptus leaves both eat the same thing everyday."
169,3_5087,3,1,"There are similarities between China's panda and Australia's koala including the fact they are both ""specialists."" ""A specialist is  China's panda, which eats .... bear, which eats eucalyptus leaves almost exclusively."" Says the article. These two species are confined to their specific habitat while the python, a ""generalist"" can adapt to almost any location."
470,3_5392,3,1,China's panda's eat bamboo and koalas in Australia eat eucalyptus leaves which are both plants. These specialists species are different from pythons which are generalists because they cannot survive anywhere in the world. These specialist need their warm climates while generalists can adapt.
1908,3_6958,3,1,"Pandas from China are the same as koala's from Australia in the way of how they eat. I mean that they only like to eat one type of food, for example koala's from Australia like to only eucalyptus and pandas only like bamboo."
1746,3_6739,3,1,"China's panda and Australia's koala are similar because they both eat plants. Both China's panda and Australia's koala are different from pythons because python's spread, and are harmful to the environments they live. Pythons can wipe out whole species as pandas and koalas are harmless."
610,3_5537,3,1,In paragraph 21 it say that China's panda bear eats only bamboo and Australia's koala bear only eats leaves. In paragraph 5 it says that snakes eat meat and that they are canivors. They are besicaly saying the bears are vegiterians & the snake canvores.
1021,3_5966,3,1,"How pandas in China and koala in Australia differ from pythons are pandas and koalas only eat one thing for example bamboo, eucalyptus leaves while the python will eat just about anything for example an alligator"
228,3_5146,3,1,"Pandas in China are similar from koalas in Australia because they are both specialists. Also they both have their specific diets, bamboo and eucalyptus leaves. These animals are different from pythons because pythons are generalists. Generalists do best in and around humans, that makes them more abundant in that place."
1904,3_6953,3,1,"Pandas and koalas are both specialists.A panda in china, for example eats almost nothing but bamboo and koalas are the same with eucalyptus leaves.But pythons are generalists they are able to live almost anywhere with a little help,from Asia to the US and they can eat alligator."
1694,3_6685,3,1,"Pandas and koalas are very similar, they are both specialist species. ''A specialist is China's panda, which eats almost nothing but bamboo or Australia's koala bear.'' A python is a generalist they can live anywhere and be fine and create a home, unlike the pandas and koalas."
1964,3_7047,3,1,"Pandas in china eat only bamboo and really doesn't harm anything which is similar to koalas in Australia that only eats eucalyptus leaves reptiles feast on meat, people and are visious totally different from plant eaters."
300,3_5218,3,1,"Pandas eat only bamboo, koalas eat only eucalyptus leaves, pythons eat anything they can get into their mouth. Pandas and koalas are herbivores and eat only certain things."
2204,3_7426,3,1,"In paragraph 19, it says ""we live in an age that favors generalists rather than specialists"". It explains that a generalist is a racoon, python, cockroach, deer. But the China panda and Australia koala are similar because they are both specialists. They both only eat the same foods. Pandas only eat bamboo and koalas only eat eucalyptus leaves."
1835,3_6842,3,1,"Pandas in China are similar to koalas in Australia because they can both live off one plant, bamboo and eucalyptus leaves. They are both different from pythons because they don't pose any threats like pythons do. You won't find a koala or a panda with a wood rat or an alligator in its mouth like you may a python."
1493,3_6466,3,1,"Pandas in China are similar to koalas in Australia because both of this particular animals are that pananda always eats bamboo, and koalas always eat eucalyptus leaves, but of these animals always eat the same for which is not affect their environment. Both of these animals are different from pythons because these animals do not eat other animals including their own species according to the article. The python is more likely to eat its own species while pandas and koalas do not."
1793,3_6794,3,1,"Pandas and koalas are similar because they eat almost nothing but a specific plant like (koalas eat eucalyptus leaves, while pandas eat bamboo), they are far different from pythons by their appearance, and what they eat (pythons eat anything that fit's in it's thin, pipe-like stomach)."
1401,3_6368,3,1,"Pandas in china are very similar to koalas in Australia because they are both specialist. They also both only eat basically one type of food. Pandas eat bamboo and koalas eat eucalyptus leaves. This makes them both different from pythons because pythons are generalists and pythons eat almost anything in sight, For example an alligator."
1157,3_6111,3,1,"Pandas and koalas are similar because they both eat a type of plant "" Panda which eats almost nothing but bamboo"" and koala bear which eats "" eucalyptus leaves"" They are both different from pythons because pythons eat meat. They can even eat a ""alligator"" but it exploded."
1026,3_5972,3,1,"Pandas and koalas are both specialists. They have one type of food that they almost exclusively eat. They are different from the python because the python will eat anything that fits into its mouth, including alligators (6)."
1749,3_6743,3,1,"The panda and koala bear are similar because they are both specialist. The are both different from pythons because there specialist and the python is a generalist. "" A generalist is a rarboon a python, a cockroach, white tailed deer"". "" Specialist is china's panda witch eats almost nothing but bamboo or Australia's koala bear, witch eats eucalyptus leaves almost exclusively."""
37,3_4955,3,1,Pandas and koalas are similar because they are both part of the specialist species and they both mostly eat one food source with pandas its bamboo and with koalas its eucalyptus leaves. They are both a total different species from pythons.
880,3_5816,3,1,"Pandas From China and koalas From Australia are alike because there both animals that don't really do any harm and stay to themselves. they mainly eat one thing which for pandas is bamboo & koalas is eucalyptus leaves. they are nothing like pythons, pythons are dangerous & eat other animals, the article said ""A python swallowed an alligator."" Pandas/koalas are nicer animals than pythons."
52,3_4970,3,1,Chinas pandas and Australia's koala bears are similar because they each only eat one kind of food that it. The phython can eat anything pretty much. Thats how the phython is different from the pandas and koala. The koala eats eucalyptus leaves and pandas eat only bamboo.
2118,3_7290,3,1,"A python is a generalist while a Panda or Koala are specialist. In the article, it says, ""a generalist is a caccoon, a python..."" A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively."" that's why a koala and panda are similar but differ to a python."
1001,3_5945,3,1,Pandas and koalas are similar because they are both specialists. Pandas almost only eat bamboo and koalas almost they have a wider variety of prey. They can eat anything that will fit into their mouths.
1293,3_6257,3,1,"Pandas almost eat nothing but bamboo like a koala bear only eats eucalyptus leaves. Pythons are completly different, they will eat anything they find, like a wood rat or even an alligator."
1298,3_6263,3,1,"Pandas in China are similar to the koalas in Austrailia because they are both specialist species who eat only certain things. They area both different from pythons, generalist species, who can eat a lot of different animals."
830,3_5763,3,1,Pandas in china are similar to Koalas in Australia because they both use there environment as food. The panda eats bamboo and koala bear eats eucalyptus leaves. Koalas and Pandas are different from Pythons because the python would eat anything and the others are more dicky with there food.
1690,3_6681,3,1,"Pandas in China and koalas in Australia are specialists, because they both have a very limited diet. The article says, ""what favors specialists is stability"". Pythons on the hand can adapt easily and they will eat almos any meat. This makes them generalists."
1038,3_5985,3,1,Pandas and Koalas both only eat one thing the Panda eats bamboo and Koalas eat eucalyptus leaves. They are both different from pythons because pythons eat almost any animal that can fit their mouth.
1424,3_6391,3,1,"The way pandas and koalas are similar is that they both only eat one type of food. In the article it says, pandas eat almost nothing but bamboo, koalas eat eucalyptus leaves exclusively. The way these two animals are different from a python is that pythons eat a lot more different food because they're in so many different environments."
1559,3_6537,3,1,"Pandas in China and koalas in Australia are similar in the way that they are both specialists. The author states "" A specialist is China's panda, which eats almost nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively"". They differ from the python because a python is a generalist. A generalist is something that can, with the assistance of technology, live anywhere."
1703,3_6695,3,1,"Pandas in China are similar to koalas in Australia because they both eat certain things like plants, and python eat living creatures. "" A specialist  is China's panda which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively."" I believe they are both different because pandas and koalas are harbivors, and pythons are carnivors."
699,3_5629,3,1,"Pandas in China and Koalas in Australia are different because they eat different foods. The article says ""China's panda, which eats almost nothing but bamboo or Australia's Koala bear, which eats eucalyptus leaves almost exclusively."" A python can and will pretty much eat anything the article says a python swallowed on alligator."
1219,3_6177,3,1,"Pandas in China are similar to koalas in Australia in that they are exclusive about their habitat, and especially eating requirements. Panda's eat almost nothing but bamboo, while koalas eat eucalyptus leaves exclusively. They are both different from pythons, because they are very invasive, and will eat whatever crosses their path."
2064,3_7200,3,1,"Pandas in China are similar to koalas in Australia because they both survive eating on one plant. For example pandas eat bamboo, and koalas eat eucalyptus leaves. Both pandas and koalas are different from pythons int he way that they dont harm other people and animals as they do and they also stay in one place they cant move across the united states as the pythons are doing."
2014,3_7131,3,1,"According to the article panda's in China eats almost nothing but bamboo, and Australia's koala bears, eats eucalyptus leaves the most so they are similar because they don't eat other animals but the pythons eats almost everything. In the item, they said the python are an alligator."
975,3_5919,3,1,"Panda's in China are similar to koala's in Australia because they both are specialists and eat plants: eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively, "" ( Achanbach 5). They are different from pythons because they are not generalists which a python is. "" A generalist is a raccoon a python , "" (Achabach 5)."
384,3_5304,3,1,Pandas in China and koalas from Australia are but different from pythons because in paragraph21 it states that pandas eat nothing but bamboo and koalas eat eucalyptus leaves almost exclusively. But pythons are canivores and says that a python ate an alligator and expaded.
1254,3_6215,3,1,"Like pandas in China and koalas in Australia they eat only certain foods, for example pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves. Unlike pythons who eat any type of meat."
1979,3_7079,3,1,"Pandas in China are similar to the koalas bears in Australia because according to the author of ""One man's pet, Another's Invasive species,"" Joel Achenmach, both these animals are specialists, meaning that they need to stay in a specific habitat or climate in order to live. Those bears differ from pythons because they are specialist while pythons are generalists."
1058,3_6007,3,1,Panda's and koala's are both specialists and eat only 1 food or plant. A python who is a generalist eats any living thing compared to just one food.
1526,3_6503,3,1,Both pandas and koalas are specialists and have one primary source of food. They are different from pythons because they eat other living organisms such as alligators. Pandas and koalas do not pose a threat like this because they eat only bamboo and eucalyptus leaves.
2025,3_7147,3,1,"Panda's in China and koala bears in Australia are similar because they are rare and only eat certain things. The panda eats bamboo and the koala eats eucalyptus leaves. These two species are different from pythons because pythons will eat anything, plus their carnivores, not herbouvores like panda and koala."
630,3_5557,3,1,Pandas in China are similar to koalas in Australia because pandas eat almost nothing but bamboo and pandas eat eucalyptus leaves almost exclusively as it says in the article. Pandas and koalas are different from phythons because its Asia that inhabits the climates that are similar to the 3rd wheel continental United States.
210,3_5128,3,1,"Pandas are similar to koalas because they are both ""specialists"" and not generalists. they are both different than pythons because they are ""generalists"" and do not need an exact food supply like the koala and panda's do."
1081,3_6031,3,1,"Pandas in China are similar to koalas in Australia because they eat healthy things like eucalyptus leaves and bamboo. There different then pythons however because  pandas will eat humans, other animals, other animals and are said in the article; an alligator."
378,3_5298,3,1,"Pandas and koala bears are similar pandas eat bamboo and koalas eat eucalyptus leaves. They don't eat meat. Pythons will pretty much eat anything. Pandas and koalas are both specialists,while a python is a generalist."
493,3_5416,3,1,"The China's Panda and Australia's Koala are simillar, because they do not eat meat but they eat want cames out from the general. The are different from pythons, because mostly the python would prefer to eat meat and not leave or bamboo."
1987,3_7088,3,1,"The koala and panda are similar, because they are both mammals, have fur, and eat mainly only one food source. Pandas and koalas are different from pythons don't have fur, are a different animal species, and have a different view on what they eat."
737,3_5668,3,1,"Pandas in China and koalas in Astralia are similar because they both eat off of one primary food source which is different from the python who can eat almost any type of food anywhere. This is shown in the article in paragraphs 20-21 where is says that pandas eat ""almost nothing but bamboo"" and the koala eats eucalyptus."
773,3_5704,3,1,"Chinas panda's and Austraillia's koala's are alike because there both specialist's. As stated by abel Achen biach, ""A specialist is chinas panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively. But as for the generalists they can arguably live anywhere."
1665,3_6651,3,1,"Pandas in China and koalas in Australia are similar because they both only eat one thing. ""China's panda, which eats only bamboo, or Australia's koala, which eats eucalyptus leaves exclusively"". Specialists are different from generalist because generalist are abundant species that often do best in and around humans."
1915,3_6966,3,1,"Pandas and koalas are similar because they both mainly only eat one type of vegetation. As stated in the article, ""..Chinas panda, which eats almost nothing but bamboo, or Australias koala bear, which eats eucalyptus leaves almost exclusively."" And both pandas and koalas are different from pythos because they are not reptiles nor carnivores."
2187,3_7399,3,1,"Pandas in China and koalas in Australia are very similar. This is because the pandas only eat bamboo and koalas eat eucalyptus leaves ""almost exclusively."" The python is different because they don't only rely on are rood, and are easy to care for, pythons rather than pandas and koalas can be household pets not needing much attention."
1566,3_6544,3,1,"Pandas bears and koalas are similar because, as the article says they are  specialists. They only have certain things they eat and they live in certain places. They both differ from pythons because a python is a generalist and they can live anywhere."
1950,3_7018,3,1,Pandas in China are similar to koalas in Australia because both have tend to eat one specific food. The pandas in China eats almost nothing but bamboo. And the Australian koalas tend to eat eucalyptus leaves almost exclusively. These two animals are both different from pythons because pythons have to adapt to new places they move to and therefore they're eating habbits  changes.
428,3_5349,3,1,"Pandas in China and koalas are similar because they eat only one plant. The article states that pandas eat ""almost nothing but bamboo"" and koalas eat ""eucalyptus leaves almost exclusively."" They are different from pythons because pythons are dangerous and eat animals. one python ""swallowed an aligator."" Pythons are carnivores while pandas and koalas are herbivores."
398,3_5319,3,1,Pandas in China and koalas in Australia are both harmless. A specialist is China pandas which eat almost nothing but bamboo or Australia koala bear wich eats eucalyptus leaves almost exclusively but python is dangerous. A python swallowed in alligator and there's not a deinate way to put it explosed.
1921,3_6977,3,1,"Pandas and koalas are alike because, they both only eat on type of plant. And how it will have an environmental consequence. They are different because they stay in one place while pythons are moveing all the time."
1675,3_6662,3,1,"A panda from China eats almost nothing but bamboo, but Australia Koala beer eats eucalyptus leaves exclusively. They are both different from pythons because all the eat are basically trees or plants. When pythons eat meat."
1854,3_6877,3,1,"Pandas and koalas are similar by the fact that they are categorical as generalists. Each animal are specifically affected to the food in their country, such as the panda in China eats almost nothing but bamboo and the koala eats exclusively eucalyptus leaves."
2125,3_7298,3,1,Pandas in china and Australia are similar because their specialist and don't eat other animals or insects.China's panda eats nothing but bamboo and Australia panda eat eucalyptus leaves.unlike the pythons eat alligator and other species.
488,3_5411,3,1,"The relationship is that the panda & koala eat differently when the pythons. ""Panda eats bamboo, koala bear eats eucalyptus."" Also change favors the generalist, the python, & stability favors the specialist, panda & koala."
834,3_5767,3,1,"Pandas in China are specialists, they only eat bambbo, koala bears in Australia are also specialists because they mainly eat eucalyptus leaves. Pythons on the other hand, are generalists, they can survive in virtually any area that has conditions like their homelands in Asia like the Southern part of America."
1720,3_6713,3,1,Both Chinese pandas and Australian koalas do little to harm anything. What they mostly eat is plants. The python could eat other animals. If the python spread the animals in a different areas could go extinct. Tamie k. says that lizards and snakes in this culture are less respected and supported.
1263,3_6226,3,1,"Pandas in China are similar to koalas in Australia because the panda ""eats almost nothing but bamboo"" and the koala ""eats eucalyptus leaves"" (Achenbach 21). They are different from pythons because pandas and koalas eat almost exclusively. While pythons will eat and kill many animals, not just one kind."
238,3_5156,3,1,Panda's and koalas are similar because they don't have a wide range of food choice. they eat very little. A python is different from a panda & koala bear because a python is a generalist were a panda & koala are specialist.
143,3_5061,3,1,"Pandas in China & koalas in Australia are similar because eat plants like bamboo but a python eats other mammals. According to the article, a python once swallowed an alligator. Therefore, pandas & koalas are best to have around humans because a python is a major threat."
2107,3_7272,3,1,"The pandas in China are different from koalas in Australia because the pandas eats almost nothing but bamboo, and the koalas eats eucalyptus leaves almost exclusively. They are both different from python because python breed up a storm in the Everglades and the Nile Monitor lizard, that could reach up to 7 feet in length."
1039,3_5986,3,1,Pandas in China are similar to koalas in Australia because they are both specialists. Koalas  eat primarily eucalyptus leaves and pandas eat mainly bamboo. They are both different from pythons because pythons are generalists. They will eat anything from mice to alligators like the article said.
374,3_5294,3,1,"China's panda and Australia's koalas are similar because they're both specialist and favor stability as stated in paragraph 21, ""what favors specialists is stability"". They're different from pythons because they're generalist and they favor change and also stated in paper, ""what favors generalist is change""."
119,3_5037,3,1,"China's panda is like Australia's koala bear, because they both eat mostly one thing, bamboo and eucalyptus leaves. Also both of these things are vegetarine leafs and trees. Unlike a python which pretty much eats anything it can fit into its mouth even a alligator."
1396,3_6363,3,1,"Pandas in China are both similar to koalas in Australia because they are both specialists. Both of these animals need specific food source to survive. These animals are different from pythons because they are more adaptive. In the article it says that pythons have been found in many different areas then they used to be in. This shows that unlike pandas and koalas, pythons can adapt to other environments."
